review_id,product_name,product_category,review_text,rating,sentiment_label,reviewer_name,review_date,platform,verified_purchase,helpful_votes
98cd5745-0b0,Havells LED Panel 18W,lighting,Energy saving is real but the lifespan could be better. Would rate 3/5. Room for improvement. Decent product overall.,3,mixed,Amit K.,2024-03-03,Croma,False,0
d7fd7f84-fbb,Havells Magnatron 15L,water_heaters,Decent geyser but the safety valve needs improvement. Acceptable performance for daily use. Okay product overall.,1,mixed,Tushar V.,2024-03-03,Havells.com,True,145
8b4157ff-12e,Havells Lumeno LED 15W,lighting,The light quality is excellent. Build quality is premium. No flickering at all. True to claimed lumens.,4,positive,Kavita J.,2024-03-03,Reliance Digital,True,22
91766c0a-aeb,Havells LED Panel 18W,lighting,Smart bulb loses WiFi connection frequently. Will not recommend to anyone. App is buggy and unresponsive.,2,negative,Sapna W.,2024-03-03,Croma,True,69
0466cab2-f09,Havells Nicola,fans,Best ceiling fan I've used. The design makes it stand out. Service team was also helpful during installation. Recommended for anyone looking for a quality fan.,5,positive,Lakshmi I.,2024-03-04,Havells.com,True,0
1ad67740-d96,Havells Carnival,fans,"The fan looks good and air delivery is decent, but the clicking sound is a problem. Acceptable performance for daily use.",4,mixed,Rahul S.,2024-03-04,Flipkart,True,98
12b46327-98f,Havells Lumeno LED 15W,lighting,"Energy saving is real but the brightness could be better. It's okay, nothing special. Decent product overall.",2,mixed,Tushar V.,2024-03-04,Croma,False,94
8c918c6b-26a,Havells Quatro 15L,water_heaters,"Inner tank rusted within 1 month. The product looks cheaply made. For the price paid, this is unacceptable quality.",2,negative,Gaurav P.,2024-03-04,Havells.com,False,0
4655b7e4-3d2,Havells Marathon 750W,mixer_grinders,Havells quality at its best. The jars are sturdy and speed settings works great. Energy savings are noticeable on the electricity bill.,5,positive,Vikram P.,2024-03-04,Croma,True,144
25654cb8-1b7,Havells Magnatron 15L,water_heaters,Water not heating properly. Takes 30+ minutes for lukewarm water. The product looks cheaply made. Defective heating element perhaps.,2,negative,Vivek Y.,2024-03-05,Flipkart,False,39
c91e8eaa-8dd,Havells Magnatron 15L,water_heaters,Decent geyser but the safety valve needs improvement. Expected more from Havells at this price point. Okay product overall.,3,mixed,Shruti R.,2024-03-05,Flipkart,True,108
8e2b09dd-705,Havells Capture 500W,mixer_grinders,Good for light grinding but struggles with hard items. Overall a decent product. The motor power is decent though.,3,mixed,Venkat A.,2024-03-05,Havells.com,False,70
d73657b5-f7e,Havells Puro Plus 25L,water_heaters,Safety valve keeps releasing water. Complete waste of money. Technician visited 3 times but problem persists. Waste of money.,2,negative,Rajesh V.,2024-03-05,Croma,True,58
c3f36946-68f,Havells Nicola,fans,"After trying many brands, finally settled on Havells. The build quality is wonderful. Sturdy construction. No regrets.",5,positive,Deepak G.,2024-03-05,Havells.com,True,72
ef0b35f1-5c7,Havells Capture 500W,mixer_grinders,Design is premium but jar leaking is a concern. Acceptable performance for daily use. Needs improvement in build quality.,3,mixed,Rajesh V.,2024-03-06,Flipkart,True,72
3f58a001-e2d,Havells Bello 25L,water_heaters,Leaking from the bottom. Will not recommend to anyone. Warranty claim rejected saying it's installation issue. Very disappointed.,1,negative,Ajay G.,2024-03-06,Amazon.in,True,103
16bd19b2-f8b,Havells Sprint Mixer 600W,mixer_grinders,Design is premium but motor overheating is a concern. Good for the price but not premium. Needs improvement in build quality.,3,mixed,Pooja B.,2024-03-07,Flipkart,True,136
4739d3af-042,Havells Sprint 400mm,fans,Using this Havells Sprint 400mm for 1.5 years now. Very satisfied with the performance. Build quality is premium. The BLDC motor saves a lot on electricity.,4,positive,Geeta O.,2024-03-07,Reliance Digital,True,101
da3e1329-c24,Havells Momenta 750W,mixer_grinders,Works fine for daily use but coupler breaking. Acceptable performance for daily use. Average mixer for the price.,3,mixed,Kavita J.,2024-03-07,Croma,True,114
5160f069-6c5,Havells Instanio 3L,water_heaters,Quick heating and energy efficient. Service team was also helpful during installation. The temperature control knob works perfectly. Good build quality.,5,positive,Vivek Y.,2024-03-07,Reliance Digital,True,0
2dff74de-269,Havells Vitonica 500W,mixer_grinders,Jar cracked while grinding. Havells quality has gone down. Very poor quality material used. Dangerous product.,1,negative,Sneha T.,2024-03-07,Flipkart,True,0
b2f5ff5f-1d8,Havells Instanio 3L,water_heaters,Leaking from the bottom. Havells quality has gone down. Warranty claim rejected saying it's installation issue. Very disappointed.,1,negative,Rohit E.,2024-03-08,Flipkart,True,105
ee29017f-02e,Havells Sprint Mixer 600W,mixer_grinders,Works fine for daily use but motor overheating. Acceptable performance for daily use. Average mixer for the price.,2,mixed,Geeta O.,2024-03-08,Croma,True,89
53fa3d60-be3,Havells Sprint Mixer 600W,mixer_grinders,Overheats after 5 minutes of use. Regret not buying the Crompton/Bajaj alternative. The safety feature cuts off motor too frequently.,1,negative,Seema Q.,2024-03-08,Flipkart,False,0
5c0c2a54-8f0,Havells Bello 25L,water_heaters,Works well in summer but struggles in winter. Acceptable performance for daily use. Expected more from Havells brand.,2,mixed,Shweta B.,2024-03-09,Havells.com,False,0
c828a62f-d4d,Havells Capture 500W,mixer_grinders,Jar cracked while grinding. Misleading product description on website. Very poor quality material used. Dangerous product.,1,negative,Divya N.,2024-03-09,Reliance Digital,True,90
b12e9c35-f09,Havells Studio AP-22,air_purifiers,Decent product but filter life is less than claimed. Acceptable performance for daily use. Running cost is high.,2,mixed,Arun H.,2024-03-10,Flipkart,True,0
9884193e-af3,Havells Glow LED 12W,lighting,The flickering is very annoying. Complete waste of money. Brightness drops significantly over time.,2,negative,Rajesh V.,2024-03-10,Croma,True,0
806bd922-574,Havells Quatro 15L,water_heaters,Havells geyser performing well for 6 months. Service team was also helpful during installation. Hot water in 10 minutes even in peak winter.,5,positive,Prakash A.,2024-03-10,Havells.com,True,28
ba9dbabe-4c6,Havells Vitonica 500W,mixer_grinders,Havells quality at its best. The jars are sturdy and motor power works great. Much better than the Chinese alternatives.,3,positive,Geeta O.,2024-03-10,Flipkart,True,0
cc6a03c8-3a2,Havells PowerGrind 1000W,mixer_grinders,Design is premium but switch malfunction is a concern. Overall a decent product. Needs improvement in build quality.,3,mixed,Rina Q.,2024-03-11,Amazon.in,True,0
c877f47c-ac1,Havells Smart LED WiFi,lighting,Good brightness but short lifespan. Works for basic needs. Okay for the price point.,4,mixed,Tushar V.,2024-03-11,Amazon.in,True,0
d0373436-ca4,Havells Pacer,fans,Bought the Havells Pacer last week. The air delivery is impressive and it runs perfectly. Works as advertised. Worth every penny!,3,positive,Anjali N.,2024-03-11,Croma,True,0
c13fc65e-4d7,Havells LED Panel 18W,lighting,Energy saving is real but the dimming could be better. Acceptable performance for daily use. Decent product overall.,3,mixed,Amit K.,2024-03-11,Havells.com,True,128
d3378895-f11,Havells Instanio 3L,water_heaters,"Compact design, fits easily in bathroom. Much better than the Chinese alternatives. Heating element quality is excellent. Very satisfied customer.",4,positive,Ritu O.,2024-03-11,Amazon.in,True,0
e4460046-7cd,Havells Carlo 5L,water_heaters,"Compact design, fits easily in bathroom. Using it daily without any issues. Heating element quality is excellent. Very satisfied customer.",5,positive,Meera D.,2024-03-11,Amazon.in,False,63
84ff9cf8-017,Havells Leganza 4B,fans,Good fan for the price but remote malfunction. Expected more from Havells at this price point. Would have been 5 stars otherwise.,3,mixed,Dhruv E.,2024-03-11,Amazon.in,False,0
9bacc2eb-112,Havells Capture 500W,mixer_grinders,Works fine for daily use but switch malfunction. Not the best but not the worst either. Average mixer for the price.,3,mixed,Vikram P.,2024-03-12,Amazon.in,True,58
5b7eb344-738,Havells Puro Plus 25L,water_heaters,Works well in summer but struggles in winter. Overall a decent product. Expected more from Havells brand.,2,mixed,Kamini F.,2024-03-12,Reliance Digital,True,0
ceaaa1f1-12b,Havells Freshia AP-58,air_purifiers,Fan stopped working after 1.5 years. Customer care is useless. Service not available in my city.,2,negative,Ritu O.,2024-03-12,Havells.com,False,0
9f37a375-87d,Havells Carnival,fans,Got this for my living room and couldn't be happier. The airflow is amazing even at medium speed. Very happy with this purchase.,4,positive,Vivek Y.,2024-03-12,Reliance Digital,True,14
02cc7733-4d8,Havells LED Panel 18W,lighting,The light quality is excellent. My neighbor also bought one after seeing mine. No flickering at all. True to claimed lumens.,4,positive,Ajay G.,2024-03-12,Croma,False,32
757f2615-ad6,Havells Ventil Air DX,fans,"The fan looks good and air delivery is decent, but the remote malfunction is a problem. Expected more from Havells at this price point.",2,mixed,Prakash A.,2024-03-12,Reliance Digital,True,48
b82bddb4-e48,Havells Adonia Spin 25L,water_heaters,Works well in summer but struggles in winter. Would rate 3/5. Room for improvement. Expected more from Havells brand.,3,mixed,Sneha T.,2024-03-12,Croma,True,16
0daff997-9dd,Havells Freshia AP-46,air_purifiers,Good coverage for my 300 sq ft room. Service team was also helpful during installation. The air feels noticeably cleaner.,4,positive,Amit K.,2024-03-12,Croma,False,0
aaa9177b-5bd,Havells Nicola,fans,Fan makes too much motor heating. Called customer care but no proper response. The product looks cheaply made. Very frustrated.,1,negative,Manoj Z.,2024-03-13,Havells.com,True,16
e5ebf0d9-2dd,Havells Lumeno LED 15W,lighting,The dim output is very annoying. The product looks cheaply made. Brightness drops significantly over time.,1,negative,Ajay G.,2024-03-13,Amazon.in,True,51
de5493a5-972,Havells Sprint Mixer 600W,mixer_grinders,The vibration is terrible. Returned to Amazon. Getting refund. Cannot grind properly. Service center says motor needs replacement.,3,negative,Rohit E.,2024-03-13,Havells.com,True,105
832c8dee-956,Havells Adonia Spin 25L,water_heaters,Using this geyser for 3 months. No issues at all. Works as advertised. Perfect for Indian winters.,3,positive,Arun H.,2024-03-13,Croma,True,82
aa88be54-835,Havells Bello 25L,water_heaters,"Decent geyser but the safety valve needs improvement. It's okay, nothing special. Okay product overall.",2,mixed,Arun H.,2024-03-13,Croma,True,20
fd525351-5a5,Havells Glow LED 12W,lighting,LED started flickering after 6 months. Customer care is useless. Three bulbs failed in just 6 months.,2,negative,Ajay G.,2024-03-13,Croma,True,3
fb1b008d-23b,Havells Quatro 15L,water_heaters,Leaking from the bottom. Plastic quality is very poor. Warranty claim rejected saying it's installation issue. Very disappointed.,1,negative,Sanjay U.,2024-03-14,Croma,True,0
8edcfe28-f46,Havells Sprint Mixer 600W,mixer_grinders,Design is premium but blade quality is a concern. Acceptable performance for daily use. Needs improvement in build quality.,1,mixed,Pooja B.,2024-03-14,Havells.com,True,23
12fedb7b-bf2,Havells Nicola,fans,Design is wonderful but the timer function could be better. Works for basic needs. Okay for the price range.,3,mixed,Tushar V.,2024-03-14,Amazon.in,True,56
6472aee2-e6c,Havells Stealth Air BLDC,fans,Bought the Havells Stealth Air BLDC last month. The air delivery is excellent and it runs silently. My family loves it. Worth every penny!,5,positive,Tushar V.,2024-03-14,Croma,True,32
529378cd-bf3,Havells NXT LED Batten 20W,lighting,Bulb gets extremely hot. I've used other Havells products which were much better. Concerned about safety in enclosed fixtures.,1,negative,Archana X.,2024-03-15,Flipkart,True,0
1cd58cd5-9ea,Havells Leganza 4B,fans,"The fan looks good and air delivery is decent, but the vibration is a problem. It's okay, nothing special.",3,mixed,Pooja B.,2024-03-15,Flipkart,True,0
11fe8ff9-55e,Havells Quatro 15L,water_heaters,Works well in summer but struggles in winter. Not the best but not the worst either. Expected more from Havells brand.,2,mixed,Archana X.,2024-03-15,Amazon.in,True,4
5e059482-faf,Havells Vitonica 500W,mixer_grinders,Love the look and performance. The packaging was excellent. Easy to clean and the locking mechanism is solid.,1,positive,Seema Q.,2024-03-16,Flipkart,True,42
5197cfb8-082,Havells Nicola,fans,Disappointed with the Havells Nicola. The slow speed started within 1.5 years. Will not recommend to anyone. Not expected from Havells.,2,negative,Sneha T.,2024-03-16,Flipkart,False,95
c4aeb2e4-ad3,Havells PowerGrind 1000W,mixer_grinders,Best mixer grinder for the price. Recommend to everyone. Wet and dry grinding both are great. Highly recommend.,4,positive,Nisha F.,2024-03-16,Croma,False,71
ce2eb809-7e8,Havells Carlo 5L,water_heaters,"Heating is good but leaking. It's okay, nothing special. Could be better for the premium price.",2,mixed,Pooja B.,2024-03-16,Reliance Digital,True,44
7cb76199-3f0,Havells Marathon 750W,mixer_grinders,Best mixer grinder for the price. The packaging was excellent. Wet and dry grinding both are excellent. Highly recommend.,5,positive,Venkat A.,2024-03-17,Amazon.in,False,0
c3ce925d-139,Havells Quatro 15L,water_heaters,Water not heating properly. Takes 30+ minutes for lukewarm water. This is clearly a manufacturing defect. Defective heating element perhaps.,2,negative,Dhruv E.,2024-03-17,Croma,True,0
0f524528-cf0,Havells Pacer,fans,Disappointed with the Havells Pacer. The vibration started within 2 months. Returned to Amazon. Getting refund. Not expected from Havells.,1,negative,Rajesh V.,2024-03-18,Croma,True,1
75363a5b-71d,Havells PowerGrind 1000W,mixer_grinders,Makes perfect dosa batter and chutney. Very happy with this purchase. The 750W motor handles everything easily.,3,positive,Deepak G.,2024-03-18,Croma,True,0
e88b0fbf-28c,Havells Momenta 750W,mixer_grinders,Best mixer grinder for the price. Service team was also helpful during installation. Wet and dry grinding both are excellent. Highly recommend.,5,positive,Rekha J.,2024-03-18,Reliance Digital,True,36
5fed16c6-5ca,Havells Carnival,fans,Bought the Havells Carnival during the sale. The air delivery is amazing and it runs smoothly. Energy savings are noticeable on the electricity bill. Worth every penny!,5,positive,Harsh L.,2024-03-18,Amazon.in,True,50
9d8c1f0e-676,Havells Bello 25L,water_heaters,Decent geyser but the heating speed needs improvement. Would rate 3/5. Room for improvement. Okay product overall.,3,mixed,Sunita W.,2024-03-18,Amazon.in,True,139
ab51ca57-f3a,Havells Marathon 750W,mixer_grinders,Blade assembly rusted within 2 months. Havells quality has gone down. Quality has gone down significantly in recent models.,2,negative,Rohit E.,2024-03-19,Amazon.in,True,8
a3a88fbf-536,Havells ES-40 Premium,fans,"The fan looks good and air delivery is decent, but the remote malfunction is a problem. Acceptable performance for daily use.",5,mixed,Ritu O.,2024-03-19,Reliance Digital,True,94
fc2c8ce4-8c9,Havells Adore LED 9W,lighting,Smart bulb loses WiFi connection frequently. Will not recommend to anyone. App is buggy and unresponsive.,1,negative,Mohan U.,2024-03-19,Amazon.in,True,54
5d8535a8-00a,Havells SS-390 Metallic,fans,Air flow is good but makes noise at speed 4 and 5. Acceptable performance for daily use. Average experience overall.,3,mixed,Anjali N.,2024-03-19,Amazon.in,True,61
e98cb94e-c5a,Havells SS-390 Metallic,fans,Excellent fan! The energy efficiency is top-notch. Will buy more Havells products. Installation was smooth. Happy with the purchase.,5,positive,Ananya R.,2024-03-19,Havells.com,True,125
d930d2b2-589,Havells Adonia Spin 25L,water_heaters,Quick heating and energy efficient. Using it daily without any issues. The temperature control knob works perfectly. Good build quality.,1,positive,Meera D.,2024-03-20,Amazon.in,True,0
8ed32c55-242,Havells Ventil Air DX,fans,Premium quality fan from Havells. Service team was also helpful during installation. Energy efficient and stylish design. Goes well with my room decor.,4,positive,Lakshmi I.,2024-03-20,Croma,False,0
d21d1f76-025,Havells Ventil Air DX,fans,Design is excellent but the design could be better. Acceptable performance for daily use. Okay for the price range.,3,mixed,Ritu O.,2024-03-20,Croma,True,141
d17734a3-54c,Havells Freshia AP-58,air_purifiers,Filter replacement cost is too high. Will not recommend to anyone. Rs 3000+ for HEPA filter is mediocre.,2,negative,Archana X.,2024-03-21,Croma,True,3
6730e2d5-aa2,Havells Sprint Mixer 600W,mixer_grinders,Good for light grinding but struggles with hard items. Expected more from Havells at this price point. The motor power is decent though.,2,mixed,Manoj Z.,2024-03-21,Amazon.in,False,135
1c5b498e-569,Havells PowerGrind 1000W,mixer_grinders,Coupler breaks frequently. Raised complaint on Havells app but no response. Already replaced twice in 2 weeks. Bad design.,4,negative,Kavita J.,2024-03-21,Havells.com,False,0
dfe9a0aa-fe3,Havells ES-40 Premium,fans,Excellent fan! The motor quality is top-notch. Havells has maintained its quality. Installation was smooth. Happy with the purchase.,5,positive,Karthik S.,2024-03-22,Reliance Digital,True,55
8c3c5aba-84f,Havells Marathon 750W,mixer_grinders,Good for light grinding but struggles with hard items. Overall a decent product. The safety lock is decent though.,2,mixed,Kavita J.,2024-03-22,Flipkart,True,0
418ffc17-d5d,Havells Nicola,fans,Good fan for the price but motor heating. Not the best but not the worst either. Would have been 5 stars otherwise.,1,mixed,Karthik S.,2024-03-22,Reliance Digital,False,148
866fb69a-643,Havells Bello 25L,water_heaters,Safety valve keeps releasing water. Will not recommend to anyone. Technician visited 3 times but problem persists. Waste of money.,1,negative,Karthik S.,2024-03-22,Flipkart,True,22
d7e5a70a-45f,Havells ES-40 Premium,fans,Remote control stopped working in 2 weeks. Service team is not responding. Filed a complaint with consumer court. Very poor after-sales support.,3,negative,Bhavna D.,2024-03-22,Flipkart,False,143
0bd8ca27-fe2,Havells Leganza 4B,fans,Best ceiling fan I've used. The remote control makes it stand out. Very happy with this purchase. Recommended for anyone looking for a quality fan.,5,positive,Rohit E.,2024-03-22,Croma,True,0
194e35a5-040,Havells Lumeno LED 15W,lighting,Installed 10 of these in my home. My family loves it. Consistent brightness and great build quality.,5,positive,Pankaj H.,2024-03-23,Reliance Digital,True,119
ebc62af8-dfd,Havells Glow LED 12W,lighting,"The light quality is excellent. Even after months, performance hasn't degraded. No flickering at all. True to claimed lumens.",5,positive,Manoj Z.,2024-03-23,Croma,False,91
20e8641f-f2e,Havells Magnatron 15L,water_heaters,Water not heating properly. Takes 30+ minutes for lukewarm water. No response from service center. Defective heating element perhaps.,3,negative,Ritu O.,2024-03-23,Croma,True,0
543ddcf2-239,Havells Marathon 750W,mixer_grinders,Design is premium but noise level is a concern. Overall a decent product. Needs improvement in build quality.,5,mixed,Arjun Y.,2024-03-23,Amazon.in,True,81
7905cebb-17f,Havells Freshia AP-58,air_purifiers,Fan stopped working after 8 months. Havells quality has gone down. Service not available in my city.,1,negative,Raghav C.,2024-03-23,Reliance Digital,True,76
ad6f4df0-b54,Havells Ventil Air DX,fans,Design is impressive but the LED light could be better. Works for basic needs. Okay for the price range.,3,mixed,Anjali N.,2024-03-23,Flipkart,True,0
0c3e7e65-539,Havells Ventil Air DX,fans,Premium quality fan from Havells. My family loves it. Energy efficient and stylish design. Goes well with my room decor.,3,positive,Deepak G.,2024-03-24,Flipkart,True,22
6aea68d8-492,Havells Festiva,fans,Fan makes too much wobbling. Called customer care but no proper response. No response from service center. Very frustrated.,3,negative,Rekha J.,2024-03-24,Amazon.in,True,8
59883de3-732,Havells Magnatron 15L,water_heaters,Best geyser in this price range. The safety valve is impressive. Much better than the Chinese alternatives. Family is very happy.,5,positive,Venkat A.,2024-03-24,Croma,True,0
a1544f71-e05,Havells Studio AP-22,air_purifiers,Decent product but filter life is less than claimed. Works for basic needs. Running cost is high.,3,mixed,Karthik S.,2024-03-24,Reliance Digital,True,15
e1182d3b-9cc,Havells Marathon 750W,mixer_grinders,Best mixer grinder for the price. Very happy with this purchase. Wet and dry grinding both are superb. Highly recommend.,4,positive,Vikram P.,2024-03-24,Reliance Digital,False,0
4ac67be5-85e,Havells Smart LED WiFi,lighting,Installed 10 of these in my home. Installation was done within 2 days of purchase. Consistent brightness and great build quality.,3,positive,Sunita W.,2024-03-24,Croma,False,143
a2e8353c-4a7,Havells Vitonica 500W,mixer_grinders,Using for 1 year. Handles all Indian cooking needs perfectly. The warranty gives peace of mind. Motor is very powerful.,4,positive,Meera D.,2024-03-24,Croma,True,0
c6ebcb38-2f6,Havells Studio AP-22,air_purifiers,Noticed significant improvement in allergies after using this. The packaging was excellent. Real-time display is helpful.,4,positive,Nisha F.,2024-03-24,Flipkart,True,0
0392199f-38b,Havells Adonia Spin 25L,water_heaters,Safety valve keeps releasing water. Complete waste of money. Technician visited 3 times but problem persists. Waste of money.,2,negative,Rina Q.,2024-03-24,Reliance Digital,True,50
770de432-139,Havells Nicola,fans,"The fan looks good and air delivery is decent, but the slow speed is a problem. Has both pros and cons.",1,mixed,Shweta B.,2024-03-25,Croma,False,0
c3fde6ce-b09,Havells Glow LED 12W,lighting,Energy saving is real but the energy saving could be better. Works for basic needs. Decent product overall.,4,mixed,Sapna W.,2024-03-25,Havells.com,False,140
690de72c-6d3,Havells Bello 25L,water_heaters,Decent geyser but the digital display needs improvement. Overall a decent product. Okay product overall.,3,mixed,Archana X.,2024-03-25,Croma,False,0
33d2d8c3-c10,Havells Carlo 5L,water_heaters,Decent geyser but the heating speed needs improvement. Acceptable performance for daily use. Okay product overall.,2,mixed,Sneha T.,2024-03-25,Flipkart,True,0
77114e91-d24,Havells ES-40 Premium,fans,Good fan for the price but remote malfunction. Would rate 3/5. Room for improvement. Would have been 5 stars otherwise.,3,mixed,Pooja B.,2024-03-25,Croma,True,0
2f97ca3e-f49,Havells Monza EC 15L,water_heaters,"Compact design, fits easily in bathroom. Installation was done within 2 days of purchase. Heating element quality is excellent. Very satisfied customer.",4,positive,Raghav C.,2024-03-27,Flipkart,True,121
d5d5dc0d-b89,Havells PowerGrind 1000W,mixer_grinders,Jar cracked while grinding. Regret not buying the Crompton/Bajaj alternative. Very poor quality material used. Dangerous product.,1,negative,Divya N.,2024-03-27,Reliance Digital,True,33
b4ee96b0-f41,Havells SS-390 Metallic,fans,Design is great but the remote control could be better. Not the best but not the worst either. Okay for the price range.,3,mixed,Venkat A.,2024-03-27,Havells.com,True,85
961d44b5-292,Havells Sprint 400mm,fans,Wobbling issue from day one. Complete waste of money. The technician came but couldn't fix it. Still waiting for replacement.,2,negative,Rahul S.,2024-03-27,Amazon.in,True,7
1c79c785-c9a,Havells Carnival,fans,Excellent fan! The speed regulation is top-notch. My neighbor also bought one after seeing mine. Installation was smooth. Happy with the purchase.,5,positive,Arun H.,2024-03-27,Amazon.in,True,0
48c331bc-7af,Havells Sprint 400mm,fans,The design stopped working after 1 year. This is clearly a manufacturing defect. Service center says it's not covered under warranty. Waste of money.,2,negative,Sneha T.,2024-03-28,Amazon.in,True,7
4d293c0d-51c,Havells Carnival,fans,PCB board failed after 2 months. Customer care is useless. Havells service center asking for Rs 1500 for replacement even under warranty.,4,negative,Tushar V.,2024-03-28,Croma,True,40
e792cca2-1cc,Havells Nicola,fans,Wobbling issue from day one. Technician never showed up despite 3 complaints. The technician came but couldn't fix it. Still waiting for replacement.,1,negative,Tanvi I.,2024-03-28,Reliance Digital,True,11
ee2e5dfa-2fd,Havells Smart LED WiFi,lighting,Smart bulb loses WiFi connection frequently. Misleading product description on website. App is buggy and unresponsive.,1,negative,Tanvi I.,2024-03-28,Amazon.in,True,45
52d119cb-d77,Havells Momenta 750W,mixer_grinders,Best mixer grinder for the price. Will buy more Havells products. Wet and dry grinding both are impressive. Highly recommend.,5,positive,Deepak G.,2024-03-28,Flipkart,True,99
e7f421ba-d12,Havells Momenta 750W,mixer_grinders,Good for light grinding but struggles with hard items. Has both pros and cons. The grinding performance is decent though.,4,mixed,Harsh L.,2024-03-28,Reliance Digital,True,92
d0a142e2-056,Havells Monza EC 15L,water_heaters,"Compact design, fits easily in bathroom. Very happy with this purchase. Heating element quality is excellent. Very satisfied customer.",4,positive,Anjali N.,2024-03-29,Reliance Digital,True,0
0679b024-c48,Havells Vitonica 500W,mixer_grinders,Makes perfect dosa batter and chutney. Very happy with this purchase. The 750W motor handles everything easily.,5,positive,Vikram P.,2024-03-29,Amazon.in,True,13
649f0b91-082,Havells Monza EC 15L,water_heaters,Excellent water heater. Heats water in 10 minutes. Recommend to everyone. The safety features are superb.,1,positive,Sanjay U.,2024-03-29,Havells.com,True,99
11213d57-19b,Havells SS-390 Metallic,fans,Best ceiling fan I've used. The motor quality makes it stand out. My neighbor also bought one after seeing mine. Recommended for anyone looking for a quality fan.,3,positive,Rajesh V.,2024-03-29,Reliance Digital,True,0
6dbe141d-3e3,Havells Ventil Air DX,fans,Air flow is good but makes noise at speed 4 and 5. Expected more from Havells at this price point. Average experience overall.,2,mixed,Rina Q.,2024-03-29,Amazon.in,True,0
090da71e-60c,Havells NXT LED Batten 20W,lighting,Color rendering is poor. No response from service center. Everything looks yellowish. Not true to advertised specs.,1,negative,Vivek Y.,2024-03-30,Flipkart,True,0
7454853c-335,Havells Carnival,fans,The energy efficiency stopped working after 2 weeks. Returned to Amazon. Getting refund. Service center says it's not covered under warranty. Waste of money.,2,negative,Tanvi I.,2024-03-30,Reliance Digital,True,136
9fc956f0-a56,Havells Smart LED WiFi,lighting,The light quality is excellent. Will buy more Havells products. No flickering at all. True to claimed lumens.,5,positive,Tanvi I.,2024-03-30,Reliance Digital,True,52
fcf295fc-b3e,Havells Quatro 15L,water_heaters,Water not heating properly. Takes 30+ minutes for lukewarm water. Plastic quality is very poor. Defective heating element perhaps.,5,negative,Tanvi I.,2024-03-30,Croma,True,0
a16b170b-128,Havells Smart LED WiFi,lighting,Smart light works perfectly with the app. The packaging was excellent. Color changing feature is amazing.,5,positive,Rohit E.,2024-03-31,Amazon.in,True,0
9caa7149-77e,Havells PowerGrind 1000W,mixer_grinders,"Works fine for daily use but blade quality. It's okay, nothing special. Average mixer for the price.",1,mixed,Rajesh V.,2024-03-31,Amazon.in,True,107
c46617a9-523,Havells Carlo 5L,water_heaters,Works well in summer but struggles in winter. Would rate 3/5. Room for improvement. Expected more from Havells brand.,3,mixed,Amit K.,2024-03-31,Croma,True,28
bece25e5-5cb,Havells Sprint 400mm,fans,Design is excellent but the timer function could be better. Not the best but not the worst either. Okay for the price range.,1,mixed,Harsh L.,2024-04-01,Croma,True,38
4dd9cde1-433,Havells Momenta 750W,mixer_grinders,Best mixer grinder for the price. Havells has maintained its quality. Wet and dry grinding both are excellent. Highly recommend.,5,positive,Harsh L.,2024-04-01,Croma,False,0
7c7f8f2c-6e8,Havells Carnival,fans,Fan makes too much remote malfunction. Called customer care but no proper response. This is clearly a manufacturing defect. Very frustrated.,4,negative,Amit K.,2024-04-01,Flipkart,True,144
867f4f87-cd5,Havells Momenta 750W,mixer_grinders,The vibration is terrible. Technician never showed up despite 3 complaints. Cannot grind properly. Service center says motor needs replacement.,2,negative,Shruti R.,2024-04-01,Amazon.in,True,57
6d5a8630-c2d,Havells Sprint Mixer 600W,mixer_grinders,Works fine for daily use but coupler breaking. Not the best but not the worst either. Average mixer for the price.,4,mixed,Shweta B.,2024-04-01,Croma,False,133
8c9c35c6-cfc,Havells Lumeno LED 15W,lighting,Bulb gets extremely hot. Misleading product description on website. Concerned about safety in enclosed fixtures.,1,negative,Arun H.,2024-04-02,Havells.com,True,0
07e9aa03-e1e,Havells Vitonica 500W,mixer_grinders,Best mixer grinder for the price. The warranty gives peace of mind. Wet and dry grinding both are fantastic. Highly recommend.,3,positive,Gaurav P.,2024-04-02,Havells.com,True,140
1d5a3479-ad7,Havells Carnival,fans,Air flow is good but makes noise at speed 4 and 5. Overall a decent product. Average experience overall.,3,mixed,Vikram P.,2024-04-02,Reliance Digital,True,13
59a4a377-08f,Havells Carlo 5L,water_heaters,Quick heating and energy efficient. Energy savings are noticeable on the electricity bill. The temperature control knob works perfectly. Good build quality.,5,positive,Shweta B.,2024-04-02,Flipkart,True,31
fa5ba85c-e78,Havells PowerGrind 1000W,mixer_grinders,"Havells quality at its best. The jars are sturdy and jar quality works great. Even after months, performance hasn't degraded.",5,positive,Ananya R.,2024-04-03,Havells.com,False,45
26f74068-6d3,Havells Marathon 750W,mixer_grinders,Makes perfect dosa batter and chutney. The warranty gives peace of mind. The 750W motor handles everything easily.,4,positive,Nitin K.,2024-04-03,Flipkart,True,5
9738c404-0fc,Havells PowerGrind 1000W,mixer_grinders,Love the look and performance. Service team was also helpful during installation. Easy to clean and the locking mechanism is solid.,5,positive,Priya M.,2024-04-03,Havells.com,False,0
c420810a-5ac,Havells Marathon 750W,mixer_grinders,Best mixer grinder for the price. My family loves it. Wet and dry grinding both are amazing. Highly recommend.,5,positive,Meera D.,2024-04-03,Havells.com,True,9
